host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
13,13,6,3,5,120,4,90,4,4,90,90,4,90,30,60,90,345,245,20,1,98,10,10,10,10,10,10,9,9,0,2.68
2,2,4,2,2,100,4,1125,4,4,1125,1125,4,1125,1,1,1,41,12,1,0,100,10,10,10,10,10,10,2,1,1,0.19
69,69,6,2,2,186,2,365,2,7,365,365,2.9,365,24,54,84,347,2,0,0,100,10,10,10,10,10,10,54,54,0,0.07
3,3,10,4,8,224,2,30,2,4,30,30,2.1,30,0,0,24,115,77,5,0,94,10,10,10,10,9,9,1,1,0,0.91
1,1,5,3,3,175,2,100,2,2,100,100,2,100,21,51,81,356,134,2,0,98,10,10,10,10,10,10,2,1,1,1.45
1,1,6,3,4,110,3,30,3,3,1125,1125,3,1125,26,43,73,306,156,3,0,97,10,10,10,10,10,10,1,1,0,1.98
3,3,4,1,2,57,2,31,2,2,1125,1125,2,1125,26,56,86,266,403,20,0,92,10,10,10,10,10,9,3,3,0,4.35
69,69,6,2,3,139,2,365,2,7,365,365,2.9,365,22,52,82,357,3,2,0,87,9,9,10,10,9,9,54,54,0,0.08
1,1,3,1,3,62,2,1124,2,14,999,999,6.2,999,12,42,72,285,109,13,3,95,9,9,10,10,10,9,1,1,0,1.23
2,2,2,1,1,50,2,1125,2,2,1125,1125,2,1125,1,1,1,1,116,0,0,96,10,10,10,10,10,10,2,1,1,1.25
3,3,3,1,3,100,2,1125,2,2,1125,1125,2,1125,30,60,90,270,22,1,0,83,9,8,9,9,9,8,3,0,3,0.25
2,2,1,1,1,55,2,365,2,2,1125,1125,2,1125,29,59,89,179,108,2,0,97,10,10,10,10,10,9,2,0,2,1.17
1,1,2,1,1,74,3,30,3,3,1125,1125,3,1125,29,55,84,351,294,17,0,98,10,10,10,10,10,10,1,1,0,3.2
2,2,3,1,2,61,2,120,2,2,120,120,2,120,1,1,1,1,140,5,0,95,10,9,10,10,10,10,2,2,0,1.55
2,2,7,2,4,129,3,365,3,3,365,365,3,365,30,60,90,365,50,4,0,97,10,10,10,10,9,9,2,2,0,0.57
2,2,6,2,3,104,3,30,3,4,30,30,3.1,30,0,0,1,2,73,0,0,90,10,9,10,9,9,9,1,1,0,0.83
1,1,4,1,1,95,3,30,3,3,1125,1125,3,1125,26,43,73,163,26,1,0,99,10,10,10,10,10,10,1,1,0,0.59
3,3,4,2,4,139,2,30,2,2,1125,1125,2,1125,0,0,0,0,221,2,0,97,10,10,10,10,10,9,2,2,0,2.43
25,25,5,3,4,145,2,35,2,4,1125,1125,2.1,1125,29,56,82,352,61,1,0,96,10,10,10,10,10,10,25,25,0,0.66
2,2,2,1,2,70,2,15,2,2,15,15,2,15,30,60,90,365,19,0,0,98,10,10,10,10,10,10,3,0,3,0.37
13,13,4,2,3,120,4,150,4,4,150,150,4,150,5,5,5,170,47,1,0,97,10,10,10,10,10,9,9,9,0,0.52
2,2,2,1,1,35,4,1125,4,4,1125,1125,4,1125,1,1,1,272,30,2,0,100,10,10,10,10,10,10,2,1,1,0.4
4,4,2,1,1,45,2,60,2,2,60,60,2,60,0,0,0,0,55,1,0,98,10,10,10,10,10,10,4,0,4,0.66
13,13,2,1,1,68,4,125,4,4,125,125,4,125,30,60,80,150,76,6,2,97,10,10,10,10,10,9,9,9,0,0.84
1,1,2,1,1,60,2,14,2,2,14,14,2,14,0,0,0,0,8,0,0,100,10,10,10,10,10,10,1,0,1,0.09
2,2,2,1,1,54,3,90,3,3,90,90,3,90,13,43,61,151,199,6,1,97,10,10,10,10,10,10,1,1,0,2.16
1,1,5,3,3,36,2,60,2,2,60,60,2,60,29,53,64,332,421,7,0,98,10,10,10,10,10,10,1,0,1,4.59
5,5,2,1,1,36,2,30,2,2,1125,1125,2,1125,0,0,0,0,269,15,0,99,10,10,10,10,9,10,2,1,1,2.98
1,1,6,3,3,120,2,1125,2,2,1125,1125,2,1125,0,20,50,325,12,0,0,98,10,9,10,10,10,9,1,1,0,0.14
2,2,2,1,0,70,1,21,1,1,21,21,1,21,1,1,1,1,26,0,0,98,10,10,10,10,10,10,2,1,1,0.29
2,2,2,,1,100,1,1125,1,2,1125,1125,1,1125,27,56,86,351,164,4,0,97,10,10,10,10,10,10,2,2,0,2.17
5,5,4,2,3,151,2,1125,2,2,1125,1125,2,1125,29,56,86,340,242,18,0,95,10,9,10,10,10,9,1,1,0,2.76
2,2,2,1,1,120,1,30,1,1,30,30,1,30,30,60,90,365,19,0,0,87,10,9,10,10,9,9,2,0,2,0.21
1,1,2,1,1,100,5,60,5,5,60,60,5,60,30,60,90,365,3,0,0,90,10,9,10,10,10,9,1,0,1,0.03
3,3,2,1,1,150,1,1125,1,1,1125,1125,1,1125,1,1,1,1,11,1,0,100,10,10,10,10,10,10,2,0,2,0.12
1,1,5,3,4,140,3,1125,3,3,1125,1125,3,1125,0,0,0,258,25,0,0,95,10,9,10,10,10,10,1,1,0,0.28
9,9,3,3,4,60,1,1125,1,5,1125,1125,1.4,1125,19,39,55,129,12,0,0,97,10,10,10,10,10,10,6,6,0,0.14
1,1,4,1,2,75,5,28,5,5,28,28,5,28,19,47,51,287,103,0,0,98,10,10,10,10,10,10,1,1,0,1.16
15,15,8,3,4,225,7,1125,7,7,1125,1125,7,1125,0,0,0,98,9,0,0,98,10,9,10,10,10,9,6,2,4,0.12
1,1,4,2,3,110,2,1125,2,2,1125,1125,2,1125,0,0,4,79,379,16,0,97,10,10,10,10,10,10,1,1,0,4.32
2,2,10,3,7,191,2,1125,2,2,1125,1125,2,1125,0,15,45,292,81,4,0,97,10,10,10,10,10,10,2,2,0,0.91
1,1,14,4,13,291,3,30,3,4,30,30,3.1,30,8,38,68,318,78,4,0,96,10,10,10,10,10,10,1,1,0,1.02
13,13,2,1,1,50,4,150,4,4,150,150,4,150,30,60,83,245,200,13,2,94,10,10,10,10,10,10,9,9,0,2.22
9,9,4,3,4,65,1,1125,1,5,1125,1125,1.4,1125,19,39,55,129,87,15,2,98,10,10,10,10,10,10,6,6,0,0.98
1,1,6,2,0,99,2,365,2,2,1125,1125,2,1125,30,60,87,351,150,6,0,96,10,10,10,10,10,10,1,1,0,1.69
1,1,4,2,3,147,2,30,2,2,30,30,2,30,0,0,0,85,79,1,0,98,10,10,10,10,10,10,1,1,0,0.91
3,3,2,1,2,125,1,1125,1,1,1125,1125,1,1125,30,60,90,365,64,4,0,97,10,10,10,10,10,9,2,0,2,0.77
0,0,2,1,1,58,2,1125,2,2,1125,1125,2,1125,29,59,89,89,3,0,0,100,10,10,10,10,8,7,1,0,1,0.03
9,9,6,3,4,105,1,1000,1,5,1000,1000,1.4,1000,19,39,55,129,364,32,0,97,10,10,10,10,10,10,6,6,0,4.15
1,1,2,1,1,75,3,160,3,3,160,160,3,160,0,0,21,111,51,0,0,99,10,10,10,10,10,10,1,0,1,0.58
2,2,4,1,2,65,2,31,2,3,1125,1125,2,1125,1,1,1,1,626,68,4,98,10,10,10,10,10,10,2,2,0,6.97
16,16,6,2,3,95,2,31,2,5,1125,1125,2.1,1125,0,0,0,0,200,11,0,89,9,9,10,10,10,9,8,8,0,2.48
1,1,6,3,5,164,2,14,2,2,1125,1125,2,1125,27,55,73,73,61,5,0,99,10,10,10,10,10,10,1,1,0,0.78
8,8,8,,6,213,1,150,1,3,150,150,1.5,150,0,0,0,0,63,11,0,93,9,9,10,10,10,9,8,2,6,0.77
4,4,2,1,1,23,2,30,2,2,1125,1125,2,1125,0,7,7,7,41,5,1,95,10,10,10,10,9,9,1,0,1,0.47
1,1,2,1,2,49,1,365,1,1,365,365,1,365,0,0,0,263,22,0,0,97,10,10,10,10,9,9,1,0,1,0.25
1,1,4,2,3,69,2,1125,2,2,1125,1125,2,1125,1,1,1,1,26,0,0,93,10,9,10,10,10,9,1,1,0,0.37
1,1,4,3,3,119,3,1125,3,3,1125,1125,3,1125,28,58,88,363,3,0,0,90,8,9,10,9,8,9,1,1,0,0.03
2,2,2,1,1,34,1,30,1,1,1125,1125,1,1125,0,0,28,303,64,0,0,91,9,9,10,10,9,9,2,0,2,0.72
1,1,3,1,2,51,12,14,12,12,14,14,12,14,0,0,0,0,368,21,5,97,10,10,10,10,10,10,1,1,0,4.18
1,1,3,2,2,100,2,10,2,2,10,10,2,10,0,0,0,0,5,0,0,96,10,9,10,10,10,10,1,1,0,0.06
2,2,2,1,1,42,1,90,1,1,1125,1125,1,1125,29,59,89,355,809,57,4,93,10,9,10,10,10,10,2,0,2,9.12
2,2,2,1,1,40,1,90,1,1,1125,1125,1,1125,30,60,90,361,782,52,2,93,10,9,10,10,10,9,2,0,2,8.8
0,0,1,1,1,25,2,1125,2,2,1125,1125,2,1125,29,59,89,89,31,0,0,98,10,10,10,10,9,10,2,0,2,0.35
3,3,4,2,4,77,2,1125,2,2,1125,1125,2,1125,29,53,83,355,127,1,0,95,9,9,10,10,10,9,3,0,3,1.44
1,1,2,1,1,31,1,62,1,2,1125,1125,1.3,1125,30,60,90,173,23,4,0,92,10,9,10,10,9,9,1,0,1,0.83
1,1,3,2,2,62,2,1125,2,2,1125,1125,2,1125,0,22,52,318,32,2,0,88,9,8,10,10,10,9,1,1,0,0.45
4,4,16,5,16,175,1,1125,1,1,1125,1125,1,1125,0,0,0,0,159,11,0,91,10,9,10,10,10,9,2,2,0,1.81
1,1,4,2,2,139,3,150,3,3,150,150,3,150,28,55,74,349,17,0,0,95,10,10,10,10,9,9,1,1,0,0.43
1,1,2,1,1,55,7,21,7,7,21,21,7,21,23,53,83,358,36,0,0,91,10,9,10,10,9,9,1,1,0,0.41
2,2,2,1,1,60,2,1125,2,2,1125,1125,2,1125,30,60,90,90,7,0,0,86,9,9,10,9,9,9,2,0,2,0.08
2,2,3,1,2,60,2,1124,1,2,1124,1124,1.1,1124,0,0,2,22,67,0,0,92,10,10,10,10,10,9,2,0,2,0.76
1,1,4,2,2,103,2,14,2,2,14,14,2,14,0,0,0,0,191,4,0,99,10,10,10,10,10,10,1,1,0,2.17
2,2,2,1,1,52,2,7,2,2,7,7,2,7,0,0,0,0,322,9,0,99,10,10,10,10,10,10,1,0,1,3.67
4,4,7,3,4,200,3,1125,3,3,1125,1125,3,1125,0,0,0,82,10,0,0,87,9,8,10,10,9,8,4,4,0,0.11
1,1,2,1,1,61,1,30,1,1,30,30,1,30,0,0,0,0,40,0,0,98,10,10,10,10,10,10,1,0,1,0.46
1,1,16,6,14,251,5,35,5,5,35,35,5,35,29,59,89,364,0,0,0,,,,,,,,1,1,0,
1,1,2,1,1,25,3,30,3,3,1125,1125,3,1125,30,60,69,84,260,15,2,95,10,9,10,10,10,9,1,0,1,2.94
1,1,3,1,1,120,3,30,3,3,30,30,3,30,1,1,1,1,118,2,0,99,10,10,10,10,10,10,1,1,0,1.34
1,1,6,3,4,300,3,30,3,3,30,30,3,30,0,0,0,265,13,0,0,97,10,10,10,10,9,8,1,1,0,0.15
1,1,2,1,1,30,3,1125,3,3,1125,1125,3,1125,0,0,21,296,74,4,0,96,10,10,10,10,9,10,1,0,1,0.84
1,1,2,1,1,85,90,1125,90,90,1125,1125,90,1125,2,2,2,238,18,0,0,93,10,9,10,10,10,9,1,0,1,0.2
4,4,5,3,3,180,3,1125,3,3,1125,1125,3,1125,0,0,0,82,10,0,0,80,9,8,9,10,9,9,4,4,0,0.13
1,1,4,1,1,75,2,1125,2,2,1125,1125,2,1125,21,51,81,151,103,6,0,89,9,9,10,10,9,9,1,1,0,1.17
4,4,4,1,2,70,4,365,4,4,365,365,4,365,0,0,28,303,138,4,0,95,9,9,10,10,10,9,4,4,0,1.58
3,3,1,1,1,40,25,1125,25,25,1125,1125,25,1125,20,49,79,259,15,0,0,99,10,10,10,10,10,9,3,0,3,0.17
1,1,4,1,2,34,2,365,2,2,1125,1125,2,1125,0,0,0,0,124,23,1,88,9,9,10,10,9,9,1,1,0,1.4
2,2,2,1,1,65,2,1125,2,2,1125,1125,2,1125,30,60,90,243,63,1,0,97,10,10,10,10,10,9,1,0,1,0.72
1,1,12,5,9,330,2,1125,2,2,1125,1125,2,1125,29,57,83,342,156,5,1,98,10,10,10,10,10,9,1,1,0,1.78
1,1,2,1,1,50,3,18,3,3,18,18,3,18,0,0,0,145,22,0,0,98,10,10,10,10,9,10,1,0,1,0.25
1,1,2,1,1,51,1,1125,1,1,1125,1125,1,1125,30,60,90,365,93,2,0,94,10,9,10,10,10,10,1,0,1,1.06
2,2,4,3,3,129,2,1125,2,2,1125,1125,2,1125,24,54,77,257,65,4,0,98,10,10,10,10,10,10,2,2,0,0.74
2,2,2,1,1,34,2,1125,2,2,1125,1125,2,1125,0,0,0,263,45,1,0,96,10,10,10,10,9,10,2,0,2,0.51
1,1,3,1,1,75,2,1125,2,2,1125,1125,2,1125,20,50,80,355,241,14,1,96,10,10,10,10,10,10,1,1,0,2.74
4,4,1,1,1,60,25,1125,25,25,1125,1125,25,1125,1,1,1,1,14,0,0,99,10,10,10,10,10,9,4,2,2,0.25
4,4,1,1,0,189,5,1124,5,5,1124,1124,5,1124,0,0,0,0,10,1,0,100,10,10,10,10,10,10,4,2,2,0.17
9,9,6,2,3,134,2,1125,2,5,1125,1125,2.4,1125,0,0,0,0,208,22,0,95,10,10,10,10,10,10,4,4,0,2.44
3,3,4,,2,98,3,14,3,3,14,14,3,14,0,0,0,0,20,1,0,92,9,9,9,10,9,9,3,1,2,0.23
4,4,6,3,3,82.14,3,365,3,3,365,365,3,365,27,57,87,330,198,14,0,94,10,9,10,10,10,10,4,4,0,2.28
4,4,2,1,2,35,2,30,2,2,30,30,2,30,0,0,12,287,121,3,0,95,10,10,10,10,10,10,3,1,2,1.39
1,1,1,1,1,66,7,1125,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,,,,,,,,1,0,1,
3,3,2,1,1,49,3,14,3,3,14,14,3,14,30,60,90,365,2,0,0,100,9,10,9,10,10,10,3,1,2,0.02
11,11,7,3,5,93,4,365,3,4,1125,1125,4,1125,4,10,23,272,46,4,0,94,10,9,9,9,9,9,1,1,0,0.55
3,3,6,3,4,117,3,90,3,3,90,90,3,90,20,33,33,33,258,15,0,96,10,9,10,10,10,9,3,3,0,2.95
2,2,2,1,1,50,3,30,3,3,30,30,3,30,0,0,0,0,164,0,0,98,10,10,10,10,10,10,2,1,1,1.88
4,4,5,3,3,57,3,28,3,3,28,28,3,28,24,33,34,257,245,24,1,94,9,9,9,9,9,9,2,2,0,2.84
1,1,4,1,1,125,2,14,2,2,14,14,2,14,30,60,90,180,125,2,0,100,10,10,10,10,10,10,1,1,0,2.24
2,2,7,3,3,150,2,1125,2,5,1125,1125,2.2,1125,30,60,90,356,129,13,1,100,10,10,10,10,10,10,2,2,0,1.54
1,1,2,1,1,75,30,90,30,30,90,90,30,90,23,53,83,173,1,0,0,100,10,8,10,10,8,8,1,1,0,0.04
2,2,4,2,2,30,2,100,2,3,1125,1125,2.1,1125,0,0,0,0,108,32,3,91,9,9,10,10,10,9,2,2,0,4.03
2,2,4,1,2,42.29,2,100,1,3,1125,1125,2.1,1125,5,15,38,274,94,34,3,98,10,10,10,10,10,9,2,2,0,3.39
1,1,4,2,2,98,2,1125,2,2,1125,1125,2,1125,0,22,52,52,7,1,0,100,10,10,10,10,10,9,1,1,0,0.32
69,69,6,3,5,279,2,30,2,7,30,30,2.9,30,24,48,74,349,17,1,0,96,10,9,10,10,10,9,54,54,0,0.26
1,1,2,1,1,77,2,90,6,6,1125,1125,6,1125,0,0,0,196,274,16,0,100,10,10,10,10,10,10,1,1,0,3.16
1,1,2,1,1,103,3,1125,3,3,1125,1125,3,1125,0,0,21,274,171,18,1,98,10,10,10,10,10,10,1,1,0,2.75
1,1,2,1,2,40,2,14,2,2,14,14,2,14,0,0,0,0,72,2,0,95,10,10,10,10,10,10,1,0,1,0.85
8,8,5,2,3,76,4,28,2,4,1125,1125,3.7,1125,1,1,23,61,236,15,0,93,10,10,10,10,10,10,7,7,0,2.79
3,3,6,3,3,120,2,21,2,2,21,21,2,21,1,1,1,1,120,16,0,95,10,10,10,10,10,9,2,2,0,1.42
2,2,2,1,1,37,1,4,1,1,4,4,1,4,0,0,0,0,378,32,2,95,10,10,10,10,10,10,1,0,1,4.41
9,9,6,2,5,129,2,1125,2,7,1125,1125,2.6,1125,30,60,90,361,205,26,0,94,10,10,10,10,10,10,4,4,0,2.75
2,2,4,1,1,57,3,30,1,4,1125,1125,3,1125,8,13,36,255,324,52,7,95,10,10,10,10,10,10,1,1,0,3.88
7,7,2,,1,81,2,5,2,2,5,5,2,5,30,60,90,365,207,2,0,94,10,9,10,10,10,9,2,2,0,2.48
1,1,4,1,2,62,1,365,1,5,1125,1125,1.1,1125,27,57,87,345,458,43,4,94,9,10,10,10,10,9,1,1,0,5.35
2,2,2,1,1,55,1,1125,1,1,1125,1125,1,1125,1,1,1,1,237,4,0,99,10,10,10,10,10,10,1,0,1,2.79
4,4,2,1,1,44,1,1125,1,1,1125,1125,1,1125,0,0,27,289,310,14,1,96,10,10,10,10,10,10,1,0,1,5.67
2,2,2,1,1,38,1,1125,1,1,1125,1125,1,1125,0,10,40,40,37,0,0,96,10,10,10,10,9,10,2,0,2,0.44
3,3,1,1,0,35,1,1125,1,1,1125,1125,1,1125,0,0,19,294,12,0,0,98,9,10,10,10,8,10,3,0,3,0.14
1,1,4,2,3,76,2,7,2,2,7,7,2,7,22,52,66,270,199,13,2,97,10,10,10,10,10,10,1,1,0,2.51
2,2,4,2,2,125,1,140,1,3,140,140,1.1,140,29,55,85,350,69,6,0,100,10,10,10,10,10,10,2,1,1,0.88
2,2,4,1,3,59,2,31,2,3,1125,1125,2,1125,8,38,55,330,243,3,0,93,10,10,10,10,10,9,3,3,0,2.93
1,1,4,2,2,120,2,365,2,2,365,365,2,365,1,1,1,1,26,0,0,92,9,9,10,10,10,9,1,1,0,0.31
4,4,11,5,10,304,1,1125,1,2,1125,1125,1.3,1125,30,60,75,285,97,4,0,96,10,9,10,10,10,10,4,4,0,1.17
2,2,4,2,2,125,2,1125,2,2,1125,1125,2,1125,22,52,76,306,32,4,0,88,9,9,9,9,10,9,1,1,0,0.39
1,1,2,1,1,104,4,30,4,4,30,30,4,30,0,0,0,0,58,1,0,98,10,10,10,10,9,9,1,1,0,0.7
3,3,2,1,1,65,2,30,2,2,1125,1125,2,1125,1,1,1,1,317,12,0,96,10,10,10,10,10,10,1,1,0,3.83
6,6,3,1,2,63,3,29,3,5,1125,1125,3.1,1125,17,32,62,152,272,22,0,98,10,10,10,10,10,10,5,5,0,3.35
4,4,1,1,1,30,2,365,2,2,365,365,2,365,1,1,1,1,67,3,0,98,10,10,10,10,10,10,3,1,2,0.85
1,1,2,1,1,119,1,28,1,5,28,28,3.1,28,0,30,54,278,6,5,1,100,10,10,10,10,10,10,2,2,0,0.48
17,17,4,1,1,52,2,1125,2,2,1125,1125,2,1125,22,52,82,93,432,38,2,92,10,9,10,10,10,9,13,13,0,5.15
3,3,2,1,1,70,1,1125,1,1,1125,1125,1,1125,29,59,82,357,86,1,0,97,10,10,10,10,10,10,3,1,2,1.1
1,1,4,2,3,105,3,1125,3,3,1125,1125,3,1125,0,1,11,23,126,11,0,98,10,9,10,10,10,10,1,1,0,1.71
2,2,4,1,2,76,3,1125,2,6,1125,1125,3.6,1125,20,50,77,349,406,26,3,99,10,10,10,10,10,10,1,1,0,4.98
1,1,7,3,4,100,2,14,2,2,14,14,2,14,1,1,1,1,48,0,0,94,9,9,10,10,10,10,1,1,0,0.59
8,8,3,1,2,50,4,28,4,4,1125,1125,4,1125,0,0,0,0,104,8,0,92,9,9,10,10,10,9,7,7,0,1.31
4,4,6,3,3,125,3,1125,3,3,1125,1125,3,1125,0,0,0,33,36,0,0,93,9,9,10,10,9,9,1,1,0,0.43
2,2,4,2,2,96,3,150,2,3,150,150,2.8,150,26,48,76,344,5,1,1,100,10,10,10,10,10,10,1,1,0,0.06
1,1,11,4,7,256,3,60,3,7,7,1125,3.2,1091.6,0,0,0,0,115,9,0,95,10,9,10,10,10,9,1,1,0,1.82
5,5,2,1,1,85,7,14,7,7,1125,1125,7,1125,3,3,3,3,67,0,0,95,9,10,9,10,10,9,2,2,0,0.8
1,1,6,2,5,125,2,1125,2,2,1125,1125,2,1125,28,58,84,354,66,3,0,92,10,9,10,10,10,9,1,1,0,1.18
15,15,6,2,3,161,1,60,1,3,60,60,1.6,60,0,0,0,84,6,0,0,80,9,7,9,9,9,9,6,2,4,0.08
3,3,6,2,3,94,3,1125,3,5,1125,1125,3.2,1125,0,0,0,145,31,1,0,97,10,10,10,10,9,10,2,2,0,0.39
69,69,4,1,1,121,2,365,2,7,365,365,3.2,365,29,59,89,364,2,0,0,80,8,9,9,9,10,7,54,54,0,0.03
21,21,2,1,1,75,2,28,2,3,28,28,2.7,28,19,47,74,256,17,11,0,96,10,10,10,10,10,9,6,6,0,0.22
1,1,1,1,1,50,1,365,1,1,365,365,1,365,30,60,90,365,36,0,0,95,10,9,10,10,10,9,3,1,2,0.45
1,1,1,1,0,2270,2,14,2,2,14,14,2,14,0,0,0,0,192,16,0,92,9,9,10,10,10,9,3,0,3,2.33
1,1,4,1,1,70,2,1125,2,2,1125,1125,2,1125,30,60,90,365,62,2,0,91,10,9,10,9,9,9,1,1,0,0.88
1,1,2,1,1,75,8,300,8,8,300,300,8,300,0,21,51,231,40,3,1,98,10,9,10,10,10,9,1,1,0,0.48
2,2,4,2,2,64,3,1125,3,3,1125,1125,3,1125,27,57,87,87,172,15,0,94,10,10,10,10,9,9,1,1,0,2.11
1,1,2,1,1,58,2,1125,2,2,1125,1125,2,1125,1,1,1,1,70,0,0,95,10,10,10,10,10,9,1,0,1,0.87
1,1,4,1,2,70,2,1125,2,2,1125,1125,2,1125,30,60,90,365,37,0,0,91,9,9,10,10,9,9,1,0,1,0.45
7,7,2,1,1,57,1,1125,1,1,1125,1125,1,1125,1,1,1,1,50,0,0,95,10,10,10,10,10,9,3,1,2,0.6
2,2,8,3,4,111,2,1124,2,2,1125,1125,2,1125,25,50,56,56,80,1,0,89,9,9,10,10,9,9,1,1,0,1.16
1,1,1,1,1,29,3,30,3,3,30,30,3,30,24,50,71,314,216,11,0,98,10,10,10,10,10,10,2,1,1,2.68
2,2,2,1,3,50,2,3,2,2,3,3,2,3,0,0,0,0,47,3,0,96,10,9,10,10,10,10,1,0,1,0.6
6,6,4,1,2,50,3,1125,3,3,1125,1125,3,1125,0,5,5,5,373,24,1,95,10,10,10,10,10,9,2,2,0,4.61
1,1,2,1,1,119,3,90,3,7,1125,1125,4.6,1125,1,1,1,1,96,11,0,100,10,10,10,10,10,10,1,1,0,1.19
2,2,2,1,2,50,2,1125,2,2,1125,1125,2,1125,30,60,90,365,17,0,0,94,10,10,10,10,9,10,2,1,1,0.22
1,1,2,1,1,83,2,1125,2,2,1125,1125,2,1125,30,60,86,358,108,2,0,98,10,10,10,10,10,10,2,1,1,1.33
1,1,2,1,1,119,3,90,3,5,1125,1125,4.6,1125,24,54,72,326,52,2,0,99,10,10,10,10,10,10,1,1,0,0.68
7,7,6,2,6,136,3,28,2,4,1125,1125,3,1125,24,54,84,351,192,17,1,99,10,10,10,10,10,10,7,7,0,2.34
22,22,8,3,6,170,3,28,3,3,28,28,3,28,0,0,0,0,10,3,0,100,10,10,10,10,10,10,6,6,0,0.13
1,1,2,1,1,120,2,1125,2,2,1125,1125,2,1125,13,27,45,320,72,0,0,100,10,10,10,10,10,10,1,1,0,0.91
7,7,6,2,6,147.86,3,28,2,4,1125,1125,3,1125,1,1,1,1,191,19,0,98,10,10,10,10,10,10,7,7,0,2.33
5,5,13,6,7,443,1,30,2,5,30,30,2.4,30,30,60,84,321,82,4,0,99,10,10,10,10,10,10,3,3,0,1.24
3,3,2,1,1,180,1,10,1,1,10,10,1,10,1,1,1,1,20,0,0,89,9,9,10,9,9,9,2,1,1,0.27
36,36,6,2,3,103,1,30,1,4,2,30,2.2,27.3,30,60,90,365,105,7,1,97,10,10,10,10,10,10,14,14,0,1.34
3,3,2,1,2,38,2,1125,2,2,1125,1125,2,1125,30,60,86,361,49,1,0,98,10,10,10,10,9,10,3,0,3,0.64
1,1,6,2,4,111,2,365,2,2,365,365,2,365,0,0,0,0,76,5,0,95,10,10,9,10,9,10,1,1,0,0.99
3,3,7,3,5,131,3,120,3,3,1125,1125,3,1125,22,43,69,325,292,21,0,94,10,10,10,10,10,9,3,3,0,3.81
2,2,4,1,2,74,2,1125,2,2,1125,1125,2,1125,17,47,75,341,97,8,0,99,10,10,10,10,10,10,2,2,0,1.88
0,0,3,1,2,70,2,1125,2,2,1125,1125,2,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,10,4,1,3,0.01
0,0,2,1,1,70,2,1125,2,2,1125,1125,2,1125,30,60,90,365,6,0,0,100,10,10,10,10,10,10,4,1,3,0.07
2,2,4,2,3,96,2,60,2,2,60,60,2,60,1,10,29,304,15,1,0,99,10,10,10,10,9,9,1,1,0,0.19
2,2,2,1,2,45,1,1125,1,1,1125,1125,1,1125,0,0,0,0,9,0,0,98,10,10,10,10,9,9,2,0,2,0.16
1,1,2,1,1,90,21,30,21,21,30,30,21,30,1,1,1,1,74,0,0,98,10,10,10,10,9,9,1,1,0,0.92
3,3,4,1,2,74,2,60,2,2,1125,1125,2,1125,22,33,52,265,478,44,1,98,,,,,,,2,2,0,6.09
0,0,4,1,3,99,2,1125,2,2,1125,1125,2,1125,30,60,90,365,0,0,0,,,,,,,,4,1,3,
1,1,4,2,2,101,2,14,1,2,14,14,1.9,14,1,1,13,13,289,21,0,95,10,10,10,10,10,10,1,1,0,3.58
1,1,4,1,2,49,2,30,2,2,30,30,2,30,0,0,0,169,286,10,0,96,10,10,10,10,10,10,1,1,0,3.66
1,1,4,2,2,80,2,14,2,2,14,14,2,14,8,8,8,8,243,1,0,98,10,10,10,10,10,10,1,1,0,3.01
6,6,3,1,2,63,3,29,3,5,1125,1125,3.1,1125,22,52,82,172,251,21,1,98,10,10,10,10,10,9,5,5,0,3.12
4,4,5,2,3,102,3,30,3,3,30,30,3,30,0,0,0,0,121,14,0,96,10,10,10,10,10,10,4,4,0,1.55
6,6,3,1,2,64,3,29,3,5,1125,1125,3.1,1125,20,50,80,170,224,19,0,98,10,10,10,10,10,10,5,5,0,2.84
6,6,3,1,2,79,3,29,3,5,1125,1125,3.1,1125,25,55,85,175,200,17,0,98,10,10,10,10,10,10,5,5,0,2.53
1,1,1,1,2,38,1,30,1,1,30,30,1,30,30,60,90,362,7,1,0,94,9,9,10,9,10,9,3,1,2,0.09
3,3,2,1,2,35,2,1125,2,2,1125,1125,2,1125,29,59,85,360,73,1,0,98,10,10,10,10,10,10,3,0,3,0.92
2,2,2,1,1,50,3,1125,3,3,1125,1125,3,1125,0,0,0,0,14,0,0,99,10,10,10,10,10,9,1,0,1,0.2
2,2,4,2,3,220,4,1125,4,4,1125,1125,4,1125,0,0,0,87,30,0,0,93,10,9,10,10,10,9,2,2,0,0.4
1,1,2,1,1,38,1,9,1,1,9,9,1,9,18,31,48,303,298,22,1,96,10,10,10,10,10,10,1,1,0,3.76
1,1,1,1,0,44,2,1125,2,2,1125,1125,2,1125,30,60,90,323,218,13,0,99,10,10,10,10,10,10,1,0,1,2.78
